URL,Query,Site is published,Дата запуска,Anchor,Acceptor,Проставлена,Дата простановки,Картинки,LLM,В индексе? (10.10.25),В индексе? (17.10.25),Сайт в индексе,Цитата в индексе,Blacklist,Error Log,Host,Server,Country,Lang,Status generator,Status Add-link,URL Rating,Last_Check_Date,Last_Quote_Check_Date
https://valkomnandesverige.se/,Casino 5 euro deposit utan svensk licens,TRUE,26.09.2025,spela på ett casino utan svensk licens,https://lecapsole.com/,TRUE,01/10/2025 18:45,,,ДА,ДА,Нет | 31.01.2026,Нет | 31.01.2026,,,valkomnandesverige.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://25an.se/,Casino utan svensk licens ecopayz,TRUE,07/10/2025 13:20,casinon utan svensk licens,https://badcinderellabroadway.com/,TRUE,10/10/2025 9:20,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,25an.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://djurskyddetvastervik.se/,Nya casino utan svensk licens,TRUE,07/10/2025 14:20,nya casinon utan svensk licens,https://badcinderellabroadway.com/,TRUE,13/10/2025 11:20,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,djurskyddetvastervik.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://gutekatten.se/,Casino utan svensk licens visa,TRUE,07/10/2025 15:11,casinon utan svensk licens,https://badcinderellabroadway.com/,TRUE,13/10/2025 11:25,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,gutekatten.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://studiostoraholm.se/,Neteller casino utan svensk licens,TRUE,07/10/2025 16:18,populärt val för spelare på casinon utan svensk licens,https://badcinderellabroadway.com/,TRUE,13/10/2025 11:30,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,studiostoraholm.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://sthlmws.se/,MGA Casino,TRUE,07/10/2025 16:50,MGA-casinon,https://badcinderellabroadway.com/,TRUE,13/10/2025 11:35,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,sthlmws.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://lagstromwiktorsson.se/,Casino paypal,TRUE,07/10/2025 17:20,casino med svensk licens,https://lecapsole.com/,TRUE,13/10/2025 11:40,,,ДА,ДА,Нет | 31.01.2026,Нет | 31.01.2026,,,lagstromwiktorsson.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://matkonsulatet.se/,Paysafecard casino,TRUE,07/10/2025 17:51,onlinecasino,https://lecapsole.com/,TRUE,14/10/2025 11:50,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,matkonsulatet.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://kolbulle.nu/,Klarna casino,TRUE,07/10/2025 18:21,casinon med och utan svensk licens,https://lecapsole.com/,TRUE,14/10/2025 11:55,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,kolbulle.nu,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://tecdoc.se/,Astropay casino,TRUE,07/10/2025 18:46,onlinecasino,https://lecapsole.com/,TRUE,14/10/2025 12:00,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,tecdoc.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://filmspanarna.se/,Bettingsidor med zimpler,TRUE,07/10/2025 19:19,bettingsidor med Zimpler,https://lecapsole.com/,TRUE,14/10/2025 12:05,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,filmspanarna.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://dnaanalys.se/,Casino utan svensk licens 10 euro,TRUE,07/10/2025 20:21,casino utan svensk licens,https://lecapsole.com/,TRUE,14/10/2025 12:10,,,НЕТ,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,dnaanalys.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://www.hejlandet.se/,Casino 5 euro deposit utan svensk licens,TRUE,07/10/2025 20:50,casino utan svensk licens,https://lecapsole.com/,TRUE,15/10/2025 12:20,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,hejlandet.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://morells.se/,Casinon som Roshtein spelar på,TRUE,07/10/2025 21:20,casinon utan svensk licens,https://lecapsole.com/,TRUE,15/10/2025 12:25,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,morells.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://uptown.se/,CasinoDaddy rekommenderade casinon,TRUE,07/10/2025 21:46,casino med svensk licens,https://lecapsole.com/,TRUE,15/10/2025 12:30,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,uptown.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://www.beautyandthebarber.se/,Casinon som LetsGiveItASpin använder,TRUE,07/10/2025 22:17,casino-streaming,https://lecapsole.com/,TRUE,15/10/2025 12:35,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,beautyandthebarber.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://svkg.nu/,Kim Hultman favorit casinon,TRUE,07/10/2025 22:45,spelar på onlinecasino,https://lecapsole.com/,TRUE,15/10/2025 12:40,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,svkg.nu,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://bollywooddans.se/,Casinon som SampeV2 spelar på,TRUE,07/10/2025 23:16,kryptocasino,https://lecapsole.com/,TRUE,16/10/2025 12:50,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,bollywooddans.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://gggforseniorer.se/,Casinon som HeatoN använder,TRUE,07/10/2025 23:45,onlinecasinon,https://lecapsole.com/,TRUE,16/10/2025 12:55,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,gggforseniorer.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://havsravens.se/,Casinon som Trainwreckstv använder,TRUE,08/10/2025 0:15,kryptocasino,https://lecapsole.com/,TRUE,16/10/2025 13:00,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,havsravens.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://granslandet.se/,Casinon som Xposed spelar på,TRUE,08/10/2025 0:47,casinon utan svensk licens,https://lecapsole.com/,TRUE,16/10/2025 13:05,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,granslandet.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://skyttecenter.se/,Casinon som ClassyBeef använder,TRUE,08/10/2025 1:17,krypto-casinon,https://lecapsole.com/,TRUE,16/10/2025 13:10,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,skyttecenter.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://spr.nu/,casino med Trustly,TRUE,08/10/2025 1:49,casinon med svensk licens,https://lecapsole.com/,TRUE,17/10/2025 13:20,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,spr.nu,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://masquetapasgotland.se/,casino med swish,TRUE,08/10/2025 2:20,casinon med svensk licens,https://lecapsole.com/,TRUE,17/10/2025 13:25,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,masquetapasgotland.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://birgerekerlid.se/,casino med zimpler,TRUE,08/10/2025 2:48,casino utan svensk licens,https://lecapsole.com/,TRUE,17/10/2025 13:30,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,birgerekerlid.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://brannebronavandrarhem.se/,bitcoin casino,TRUE,08/10/2025 3:20,kryptocasino,https://lecapsole.com/,TRUE,17/10/2025 13:35,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,brannebronavandrarhem.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://storfiskaren.se/,krypto casino,TRUE,08/10/2025 3:48,Casinon med svensk licens ,https://lecapsole.com/,TRUE,17/10/2025 13:40,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,storfiskaren.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://ringuptrestadsmobil.se/,casino med paypal,TRUE,08/10/2025 4:17,casinon utan svensk licens,https://lecapsole.com/,TRUE,18/10/2025 13:50,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,ringuptrestadsmobil.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://pmplast.se/,casino med apple pay,TRUE,08/10/2025 4:45,Apple Pay på ett casino,https://lecapsole.com/,TRUE,18/10/2025 13:55,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,pmplast.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://envoi.se/,bästa casino bonus,TRUE,08/10/2025 5:20,casino bonus,https://lecapsole.com/,TRUE,18/10/2025 14:00,,,НЕТ,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,envoi.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://porlaslott.se/,casino med låg insättning,TRUE,08/10/2025 5:47,casinon utan svensk licens,https://lecapsole.com/,TRUE,18/10/2025 14:05,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,porlaslott.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://vonlila.se/,Bästa Svenska Casino,TRUE,08/10/2025 6:21,casino utan svensk licens,https://lecapsole.com/,TRUE,18/10/2025 14:10,,,ДА,ДА,Нет | 31.01.2026,Да | 31.01.2026,,,vonlila.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://blomus-sverige.se/,Casinon som DeuceAce spelar på,TRUE,20/10/2025 12:12,online casinon,https://passportintime.com/,TRUE,21/10/2025 10:05,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,blomus-sverige.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://br-jansson.se/,casino med freja eid,TRUE,20/10/2025 13:11,spela på ett casino med svensk,https://passportintime.com/,TRUE,21/10/2025 10:10,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,br-jansson.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://vallesikroken.se/,bästa casino bonus,TRUE,20/10/2025 13:53,casinobonusar,https://passportintime.com/,TRUE,21/10/2025 10:15,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,vallesikroken.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://biancaochjonatan.se/,casino med låg insättning,TRUE,20/10/2025 14:14,casinon med låg insättning,https://passportintime.com/,TRUE,21/10/2025 10:20,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,biancaochjonatan.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://www.jesusgranskad.se/,Bästa Svenska Casino,TRUE,20/10/2025 14:33,Sveriges bästa nätcasinon,https://passportintime.com/,TRUE,21/10/2025 10:25,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,jesusgranskad.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://gallerinorberg.se/,Casino utan Svensk Licens,TRUE,20/10/2025 14:53,casinon utan svensk licens,https://passportintime.com/,TRUE,22/10/2025 10:35,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,gallerinorberg.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://ctill.se/,bästa casinon online utan svensk licens och spelpaus,TRUE,20/10/2025 15:14,casinon utan svensk licens,https://passportintime.com/,TRUE,22/10/2025 10:40,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,ctill.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://vickan.nu/,Betting utan svensk licens,TRUE,20/10/2025 15:36,betting utan svensk licens,https://passportintime.com/,TRUE,22/10/2025 10:45,,,,,Нет | 31.01.2026,Да | 31.01.2026,,,vickan.nu,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://sneekypete.se/,Casino utan svensk licens kreditkort,TRUE,20/10/2025 15:56,casinon utan svensk licens,https://passportintime.com/,TRUE,22/10/2025 10:50,,,,,Да | 30.01.2026,Да | 31.01.2026,,,sneekypete.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://slitestrandbar.se/,Utländska casino med bankid,TRUE,20/10/2025 16:14,utländska casinon 2025,https://passportintime.com/,TRUE,22/10/2025 10:55,,,,,Да | 30.01.2026,Да | 31.01.2026,,,slitestrandbar.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://sofilosophy.se/,Betting utan svensk licens bankid,TRUE,20/10/2025 16:37,bettingsidor utan licens,https://warriornun.com/,TRUE,23/10/2025 11:00,,,,,Да | 30.01.2026,Да | 31.01.2026,,,sofilosophy.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://attitydhundkunskap.se/,Casino utan svensk licens snabba uttag,TRUE,20/10/2025 16:54,casino utan svensk licens,https://warriornun.com/,TRUE,23/10/2025 11:05,,,,,Да | 30.01.2026,Да | 31.01.2026,,,attitydhundkunskap.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://sabaki.se/,Casino utan svensk licens no deposit bonus,TRUE,20/10/2025 17:13,casino utan svensk licens,https://warriornun.com/,TRUE,23/10/2025 11:10,,,,,Да | 30.01.2026,Да | 31.01.2026,,,sabaki.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://kiropraktordirekt.se/,Сasino utan omsättningskrav,TRUE,20/10/2025 17:34,bästa casinona utan omsättningskrav,https://warriornun.com/,TRUE,23/10/2025 11:15,,,,,Да | 30.01.2026,Да | 31.01.2026,,,kiropraktordirekt.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://meanaani.se/,Casino utan konto,TRUE,20/10/2025 17:53,casino utan konto,https://warriornun.com/,TRUE,23/10/2025 11:20,,,,,Да | 30.01.2026,Да | 31.01.2026,,,meanaani.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://sofisutemat.se/,Casino utan bankid,TRUE,20/10/2025 18:13,casinon utan BankID,https://warriornun.com/,TRUE,24/10/2025 11:25,,,,,Да | 30.01.2026,Да | 31.01.2026,,,sofisutemat.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://redhouse.nu/,Pay and play casino utan svensk licens,TRUE,20/10/2025 18:55,casinon utan svensk licens,https://warriornun.com/,TRUE,24/10/2025 11:30,,,,,Да | 30.01.2026,Да | 31.01.2026,,,redhouse.nu,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://lindaherrlin.se/,Casino trustly utan svensk licens,TRUE,20/10/2025 19:12,casinon utan svensk licens,https://warriornun.com/,TRUE,24/10/2025 11:35,,,,,Да | 30.01.2026,Да | 31.01.2026,,,lindaherrlin.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
https://asasaga.se/,Zimpler casino utan licens,TRUE,20/10/2025 19:33,casino utan svensk licens,https://warriornun.com/,TRUE,24/10/2025 11:40,,,,,Да | 30.01.2026,Да | 31.01.2026,,,asasaga.se,seotech-web-media1,SE,sv,complited,complited,,04.03.2026,04.03.2026
